time,lat,lon,ssp126_tg_mean_p10,ssp126_tg_mean_p50,ssp126_tg_mean_p90,ssp245_tg_mean_p10,ssp245_tg_mean_p50,ssp245_tg_mean_p90,ssp585_tg_mean_p10,ssp585_tg_mean_p50,ssp585_tg_mean_p90
2008-01-01,43.708333225,-79.375002465,-7.48,-4.08,-0.12,-7.48,-4.08,-0.12,-7.48,-4.08,-0.12
2008-02-01,43.708333225,-79.375002465,-5.70,-2.54,0.25,-5.70,-2.54,0.25,-5.70,-2.54,0.25
2008-03-01,43.708333225,-79.375002465,-1.80,0.65,3.40,-1.80,0.65,3.40,-1.80,0.65,3.40
2008-04-01,43.708333225,-79.375002465,5.76,8.04,9.64,5.76,8.04,9.64,5.76,8.04,9.64
2008-05-01,43.708333225,-79.375002465,11.45,13.88,15.81,11.45,13.88,15.81,11.45,13.88,15.81
2008-06-01,43.708333225,-79.375002465,17.50,19.22,21.06,17.50,19.22,21.06,17.50,19.22,21.06
2008-07-01,43.708333225,-79.375002465,21.30,22.58,24.08,21.30,22.58,24.08,21.30,22.58,24.08
2008-08-01,43.708333225,-79.375002465,20.38,21.23,22.95,20.38,21.23,22.95,20.38,21.23,22.95
2008-09-01,43.708333225,-79.375002465,15.37,17.05,18.82,15.37,17.05,18.82,15.37,17.05,18.82
2008-10-01,43.708333225,-79.375002465,8.56,10.60,12.72,8.56,10.60,12.72,8.56,10.60,12.72
2008-11-01,43.708333225,-79.375002465,2.59,5.57,7.30,2.59,5.57,7.30,2.59,5.57,7.30
2008-12-01,43.708333225,-79.375002465,-4.05,-1.11,3.12,-4.05,-1.11,3.12,-4.05,-1.11,3.12
2009-01-01,43.708333225,-79.375002465,-7.34,-4.52,-0.84,-7.33,-4.52,-0.84,-7.34,-4.52,-0.84
2009-02-01,43.708333225,-79.375002465,-5.38,-3.91,-0.22,-5.38,-3.91,-0.22,-5.38,-3.91,-0.22
2009-03-01,43.708333225,-79.375002465,-1.47,1.31,4.98,-1.47,1.31,4.98,-1.47,1.31,4.98
2009-04-01,43.708333225,-79.375002465,5.33,7.95,9.37,5.33,7.95,9.37,5.33,7.95,9.37
2009-05-01,43.708333225,-79.375002465,12.20,13.51,15.53,12.20,13.51,15.53,12.20,13.51,15.53
2009-06-01,43.708333225,-79.375002465,17.22,19.58,21.34,17.22,19.58,21.34,17.22,19.58,21.34
2009-07-01,43.708333225,-79.375002465,21.14,22.55,23.75,21.14,22.55,23.75,21.14,22.55,23.75
2009-08-01,43.708333225,-79.375002465,20.74,21.68,22.70,20.74,21.68,22.70,20.74,21.68,22.70
2009-09-01,43.708333225,-79.375002465,15.51,17.12,18.91,15.51,17.12,18.91,15.51,17.12,18.91
2009-10-01,43.708333225,-79.375002465,9.61,11.03,12.96,9.61,11.03,12.96,9.61,11.03,12.96
2009-11-01,43.708333225,-79.375002465,3.16,5.12,7.41,3.16,5.12,7.41,3.16,5.12,7.41
2009-12-01,43.708333225,-79.375002465,-3.20,-0.30,2.38,-3.20,-0.30,2.38,-3.20,-0.30,2.38
2010-01-01,43.708333225,-79.375002465,-6.20,-2.63,0.15,-6.23,-2.51,0.14,-6.13,-2.52,0.31
2010-02-01,43.708333225,-79.375002465,-6.74,-2.65,0.75,-6.77,-2.52,0.64,-6.76,-2.58,0.81
2010-03-01,43.708333225,-79.375002465,-2.73,1.12,4.46,-2.62,1.17,4.67,-2.56,1.26,4.43
2010-04-01,43.708333225,-79.375002465,6.22,8.24,10.85,6.20,8.29,10.82,6.21,8.31,10.81
2010-05-01,43.708333225,-79.375002465,11.50,13.90,15.57,11.54,13.91,15.59,11.55,13.91,15.56
2010-06-01,43.708333225,-79.375002465,17.79,19.02,20.70,17.80,19.05,20.78,17.79,19.05,20.80
2010-07-01,43.708333225,-79.375002465,20.51,22.04,23.68,20.51,22.03,23.64,20.50,22.08,23.71
2010-08-01,43.708333225,-79.375002465,19.81,21.67,23.20,19.80,21.61,23.24,19.81,21.63,23.25
2010-09-01,43.708333225,-79.375002465,15.59,17.54,19.41,15.57,17.50,19.40,15.54,17.54,19.41
2010-10-01,43.708333225,-79.375002465,9.20,11.10,12.36,9.18,11.10,12.34,9.20,11.15,12.38
2010-11-01,43.708333225,-79.375002465,2.92,5.46,6.68,2.88,5.48,6.76,2.88,5.44,6.71
2010-12-01,43.708333225,-79.375002465,-4.14,-1.00,1.04,-4.13,-1.07,0.95,-4.14,-1.05,1.02
2011-01-01,43.708333225,-79.375002465,-6.12,-3.85,-0.59,-6.21,-3.82,-0.59,-6.24,-3.91,-0.48
2011-02-01,43.708333225,-79.375002465,-7.12,-2.76,0.69,-7.15,-2.71,0.59,-7.17,-2.41,0.63
2011-03-01,43.708333225,-79.375002465,-0.06,1.16,4.05,-0.02,1.21,4.25,0.01,1.22,4.01
2011-04-01,43.708333225,-79.375002465,5.52,8.41,10.14,5.55,8.44,10.13,5.54,8.43,10.20
2011-05-01,43.708333225,-79.375002465,11.76,13.55,15.29,11.74,13.53,15.30,11.76,13.56,15.35
2011-06-01,43.708333225,-79.375002465,17.84,19.42,21.08,17.87,19.44,21.10,17.93,19.42,21.10
2011-07-01,43.708333225,-79.375002465,20.71,22.15,24.21,20.74,22.25,24.26,20.80,22.19,24.22
2011-08-01,43.708333225,-79.375002465,19.60,21.29,23.35,19.62,21.26,23.38,19.63,21.28,23.34
2011-09-01,43.708333225,-79.375002465,15.36,17.46,19.83,15.40,17.43,19.80,15.34,17.43,19.81
2011-10-01,43.708333225,-79.375002465,8.45,10.52,12.13,8.48,10.50,12.25,8.50,10.50,12.17
2011-11-01,43.708333225,-79.375002465,3.91,5.54,7.14,3.94,5.60,7.07,3.95,5.52,7.08
2011-12-01,43.708333225,-79.375002465,-3.26,-0.38,1.99,-3.25,-0.49,1.92,-3.40,-0.46,1.98
2012-01-01,43.708333225,-79.375002465,-7.80,-5.06,-1.45,-7.63,-5.17,-1.59,-7.67,-5.04,-1.57
2012-02-01,43.708333225,-79.375002465,-7.44,-3.81,-0.67,-7.34,-3.81,-0.53,-7.36,-3.78,-0.18
2012-03-01,43.708333225,-79.375002465,-1.45,2.37,4.87,-1.44,2.37,5.15,-1.39,2.42,4.94
2012-04-01,43.708333225,-79.375002465,6.67,8.69,9.61,6.67,8.60,9.63,6.69,8.66,9.64
2012-05-01,43.708333225,-79.375002465,11.42,13.71,16.40,11.43,13.72,16.38,11.46,13.72,16.43
2012-06-01,43.708333225,-79.375002465,17.61,19.30,21.01,17.60,19.34,21.02,17.57,19.38,21.01
2012-07-01,43.708333225,-79.375002465,20.68,22.35,23.81,20.70,22.44,23.80,20.77,22.36,23.86
2012-08-01,43.708333225,-79.375002465,19.59,21.57,23.05,19.62,21.47,23.10,19.59,21.50,23.12
2012-09-01,43.708333225,-79.375002465,15.60,17.52,19.34,15.60,17.54,19.31,15.64,17.54,19.31
2012-10-01,43.708333225,-79.375002465,8.79,10.19,12.59,8.77,10.20,12.58,8.76,10.22,12.60
2012-11-01,43.708333225,-79.375002465,3.05,5.54,7.93,3.13,5.59,7.91,3.08,5.58,7.91
2012-12-01,43.708333225,-79.375002465,-5.29,-1.33,0.94,-4.75,-1.29,1.11,-5.16,-1.15,0.90
2013-01-01,43.708333225,-79.375002465,-7.55,-3.63,0.83,-7.51,-3.60,0.91,-7.45,-3.73,0.96
2013-02-01,43.708333225,-79.375002465,-6.49,-3.12,-0.02,-6.46,-3.22,-0.05,-6.43,-3.13,0.26
2013-03-01,43.708333225,-79.375002465,-0.71,2.26,3.75,-0.60,2.29,3.78,-0.74,2.26,3.82
2013-04-01,43.708333225,-79.375002465,5.14,7.59,10.25,5.16,7.57,10.35,5.18,7.58,10.37
2013-05-01,43.708333225,-79.375002465,10.87,13.55,15.70,10.95,13.52,15.63,10.93,13.57,15.66
2013-06-01,43.708333225,-79.375002465,18.02,19.03,20.98,18.02,19.06,20.98,17.98,19.09,20.97
2013-07-01,43.708333225,-79.375002465,20.97,21.68,22.67,20.97,21.67,22.66,21.00,21.70,22.72
2013-08-01,43.708333225,-79.375002465,20.03,21.22,23.68,20.06,21.18,23.78,20.05,21.17,23.71
2013-09-01,43.708333225,-79.375002465,15.54,17.57,19.59,15.57,17.53,19.55,15.53,17.54,19.56
2013-10-01,43.708333225,-79.375002465,9.41,10.72,12.82,9.38,10.77,12.86,9.43,10.73,12.83
2013-11-01,43.708333225,-79.375002465,2.69,4.84,7.93,2.78,4.95,8.08,2.73,4.91,8.00
2013-12-01,43.708333225,-79.375002465,-4.29,-0.30,2.32,-4.33,-0.32,2.73,-4.36,-0.21,2.52
2014-01-01,43.708333225,-79.375002465,-6.57,-3.90,-0.50,-6.72,-3.69,-0.49,-6.55,-3.69,-0.62
2014-02-01,43.708333225,-79.375002465,-5.90,-2.95,-0.27,-5.85,-2.97,-0.14,-5.77,-2.97,0.02
2014-03-01,43.708333225,-79.375002465,-0.84,0.51,3.99,-0.73,0.55,4.13,-0.85,0.70,4.12
2014-04-01,43.708333225,-79.375002465,5.80,6.91,10.28,5.78,6.93,10.25,5.78,6.92,10.32
2014-05-01,43.708333225,-79.375002465,12.80,14.15,15.41,12.82,14.17,15.43,12.80,14.20,15.39
2014-06-01,43.708333225,-79.375002465,18.08,19.30,20.74,18.14,19.29,20.78,18.14,19.31,20.80
2014-07-01,43.708333225,-79.375002465,20.64,22.21,23.90,20.65,22.22,23.95,20.78,22.23,23.94
2014-08-01,43.708333225,-79.375002465,20.22,21.63,23.08,20.20,21.58,23.14,20.24,21.57,23.15
2014-09-01,43.708333225,-79.375002465,14.87,16.79,18.77,14.85,16.83,18.84,14.88,16.78,18.79
2014-10-01,43.708333225,-79.375002465,9.39,10.82,12.72,9.35,10.89,12.72,9.35,10.90,12.72
2014-11-01,43.708333225,-79.375002465,3.57,4.85,7.49,3.46,4.95,7.47,3.51,4.90,7.49
2014-12-01,43.708333225,-79.375002465,-3.86,0.04,1.80,-3.86,0.25,1.88,-3.90,0.07,1.89
2015-01-01,43.708333225,-79.375002465,-6.29,-3.29,0.59,-6.12,-3.95,0.72,-6.12,-3.08,1.24
2015-02-01,43.708333225,-79.375002465,-6.21,-2.70,0.24,-5.89,-2.22,-0.22,-5.55,-1.34,1.37
2015-03-01,43.708333225,-79.375002465,-1.84,2.31,4.59,-0.74,2.05,4.73,-1.30,2.57,4.39
2015-04-01,43.708333225,-79.375002465,7.59,9.14,10.92,6.37,8.95,11.81,5.76,9.41,11.14
2015-05-01,43.708333225,-79.375002465,11.87,14.39,16.69,11.86,13.38,15.65,12.04,13.83,15.78
2015-06-01,43.708333225,-79.375002465,18.36,19.64,20.51,18.79,19.82,21.61,17.97,19.41,22.22
2015-07-01,43.708333225,-79.375002465,21.14,23.11,24.41,21.49,22.58,23.84,21.59,22.82,24.98
2015-08-01,43.708333225,-79.375002465,20.70,22.26,23.99,20.42,21.59,23.40,20.58,22.16,23.65
2015-09-01,43.708333225,-79.375002465,15.82,18.22,19.38,14.82,16.78,19.62,15.99,18.19,20.16
2015-10-01,43.708333225,-79.375002465,9.08,10.92,12.67,9.29,10.70,12.74,9.49,11.27,13.34
2015-11-01,43.708333225,-79.375002465,2.94,5.07,6.98,4.11,5.36,7.38,4.28,6.00,7.88
2015-12-01,43.708333225,-79.375002465,-2.82,0.13,1.72,-2.34,-0.15,2.47,-2.86,0.46,2.74
2016-01-01,43.708333225,-79.375002465,-5.66,-2.36,-0.08,-6.33,-3.04,0.35,-6.70,-3.67,0.99
2016-02-01,43.708333225,-79.375002465,-7.07,-2.80,1.44,-6.68,-2.96,-0.71,-5.12,-1.52,0.73
2016-03-01,43.708333225,-79.375002465,-1.77,1.37,4.47,-1.25,2.69,5.90,-1.76,2.17,4.39
2016-04-01,43.708333225,-79.375002465,5.73,8.03,9.96,6.38,8.81,11.16,6.04,8.27,9.82
2016-05-01,43.708333225,-79.375002465,11.93,13.86,15.64,11.48,13.81,15.75,11.24,13.62,15.33
2016-06-01,43.708333225,-79.375002465,18.04,19.76,20.56,17.86,19.48,21.37,17.89,20.00,20.75
2016-07-01,43.708333225,-79.375002465,20.94,22.30,24.16,21.42,22.27,23.85,21.42,22.50,23.90
2016-08-01,43.708333225,-79.375002465,19.97,21.71,23.40,20.52,22.32,23.52,20.27,21.92,24.12
2016-09-01,43.708333225,-79.375002465,15.74,18.09,20.14,15.84,17.81,19.97,16.53,17.94,19.33
2016-10-01,43.708333225,-79.375002465,9.78,11.22,13.23,9.83,11.13,14.19,9.29,10.83,12.77
2016-11-01,43.708333225,-79.375002465,3.12,5.17,7.41,2.65,5.68,7.14,2.35,5.61,7.83
2016-12-01,43.708333225,-79.375002465,-2.28,0.29,2.37,-3.69,-0.16,3.07,-3.22,-0.57,1.72
2017-01-01,43.708333225,-79.375002465,-6.87,-1.99,0.11,-7.89,-4.21,-0.07,-6.80,-3.25,0.05
2017-02-01,43.708333225,-79.375002465,-5.45,-1.96,0.74,-5.98,-2.48,1.03,-4.95,-3.15,2.82
2017-03-01,43.708333225,-79.375002465,-1.28,2.42,6.27,-0.86,2.17,5.17,-1.05,1.25,4.48
2017-04-01,43.708333225,-79.375002465,5.91,8.22,10.61,5.95,8.54,11.28,6.69,8.21,11.01
2017-05-01,43.708333225,-79.375002465,11.94,14.10,16.06,11.88,13.95,15.52,11.69,13.54,16.08
2017-06-01,43.708333225,-79.375002465,18.02,19.62,21.92,18.62,19.73,21.16,17.39,19.42,21.44
2017-07-01,43.708333225,-79.375002465,20.46,22.39,23.92,20.74,22.56,23.85,21.12,22.52,23.86
2017-08-01,43.708333225,-79.375002465,20.17,21.60,23.21,20.04,21.77,22.73,20.75,22.21,23.58
2017-09-01,43.708333225,-79.375002465,15.80,17.46,19.64,15.67,17.72,18.55,15.90,18.05,19.39
2017-10-01,43.708333225,-79.375002465,9.04,10.60,13.07,8.71,11.72,14.87,8.87,11.13,13.62
2017-11-01,43.708333225,-79.375002465,3.00,4.97,7.83,2.86,5.94,7.74,3.18,5.41,7.00
2017-12-01,43.708333225,-79.375002465,-3.06,-0.99,2.22,-3.12,-0.40,2.15,-4.06,-0.66,2.09
2018-01-01,43.708333225,-79.375002465,-7.91,-4.44,0.33,-6.47,-3.22,-0.80,-8.01,-3.55,-0.43
2018-02-01,43.708333225,-79.375002465,-4.63,-2.15,-0.06,-6.42,-3.59,-0.04,-5.56,-2.94,1.32
2018-03-01,43.708333225,-79.375002465,-1.11,2.16,4.55,-1.53,1.69,4.76,-1.90,1.01,3.84
2018-04-01,43.708333225,-79.375002465,6.14,7.64,10.19,6.15,9.04,11.03,5.65,7.72,9.87
2018-05-01,43.708333225,-79.375002465,12.36,14.10,15.04,12.23,13.66,16.14,11.81,13.39,14.81
2018-06-01,43.708333225,-79.375002465,17.35,19.20,20.91,17.61,19.85,21.63,17.14,19.48,21.80
2018-07-01,43.708333225,-79.375002465,21.74,22.58,24.13,20.74,22.77,24.13,21.00,22.64,23.57
2018-08-01,43.708333225,-79.375002465,20.25,21.67,23.41,20.54,21.59,23.16,20.09,21.54,23.44
2018-09-01,43.708333225,-79.375002465,15.75,17.33,19.37,15.73,17.91,20.50,15.56,17.09,19.46
2018-10-01,43.708333225,-79.375002465,9.06,10.63,12.95,9.41,11.31,13.19,8.48,10.38,13.38
2018-11-01,43.708333225,-79.375002465,3.40,5.44,8.21,3.73,5.74,7.02,2.35,5.43,6.95
2018-12-01,43.708333225,-79.375002465,-2.11,0.58,3.92,-3.46,-0.93,1.59,-2.70,-0.81,1.97
2019-01-01,43.708333225,-79.375002465,-5.34,-2.76,0.46,-7.56,-2.70,0.68,-6.56,-3.01,0.57
2019-02-01,43.708333225,-79.375002465,-6.30,-1.79,1.64,-4.81,-2.87,0.84,-7.22,-2.89,1.33
2019-03-01,43.708333225,-79.375002465,-0.67,2.54,6.22,-3.02,1.45,5.13,-1.12,2.09,3.47
2019-04-01,43.708333225,-79.375002465,7.21,8.84,11.65,5.51,7.73,10.46,5.51,8.76,10.62
2019-05-01,43.708333225,-79.375002465,12.47,13.98,15.65,11.03,13.04,15.04,12.50,14.05,16.15
2019-06-01,43.708333225,-79.375002465,17.93,19.54,21.22,18.33,20.21,22.03,18.92,19.80,22.09
2019-07-01,43.708333225,-79.375002465,20.59,22.74,24.11,20.99,22.43,23.67,20.90,22.90,24.74
2019-08-01,43.708333225,-79.375002465,20.41,21.11,22.95,20.54,22.24,24.22,20.04,22.25,23.04
2019-09-01,43.708333225,-79.375002465,15.16,17.47,19.63,15.20,17.81,19.82,15.49,17.40,20.05
2019-10-01,43.708333225,-79.375002465,9.31,10.91,12.94,10.50,11.18,13.25,9.46,10.94,12.90
2019-11-01,43.708333225,-79.375002465,3.59,5.51,7.87,4.78,6.37,8.40,3.21,5.93,7.51
2019-12-01,43.708333225,-79.375002465,-3.24,-0.65,4.26,-3.80,0.84,3.45,-1.43,0.21,3.36
2020-01-01,43.708333225,-79.375002465,-6.62,-2.73,0.48,-6.35,-2.42,0.70,-4.69,-2.58,-0.17
2020-02-01,43.708333225,-79.375002465,-6.41,-3.11,1.14,-5.46,-2.12,1.40,-4.58,-1.91,0.12
2020-03-01,43.708333225,-79.375002465,-1.33,0.63,4.81,-1.35,2.27,4.79,0.56,3.63,5.92
2020-04-01,43.708333225,-79.375002465,5.83,8.14,10.63,6.30,8.76,12.22,6.88,8.61,11.29
2020-05-01,43.708333225,-79.375002465,12.04,14.50,17.41,12.69,13.79,15.38,12.21,14.13,16.48
2020-06-01,43.708333225,-79.375002465,18.23,19.44,21.14,17.63,19.55,22.05,17.90,19.47,20.60
2020-07-01,43.708333225,-79.375002465,21.35,22.52,23.93,21.30,22.68,24.37,21.06,22.34,25.86
2020-08-01,43.708333225,-79.375002465,19.77,21.76,23.63,20.79,22.39,23.59,20.26,21.68,24.71
2020-09-01,43.708333225,-79.375002465,15.72,18.21,20.40,15.55,18.02,19.72,16.77,18.79,21.25
2020-10-01,43.708333225,-79.375002465,9.11,11.32,12.81,9.13,11.28,13.60,8.88,10.52,13.50
2020-11-01,43.708333225,-79.375002465,3.76,5.90,8.24,3.27,5.21,7.63,3.03,5.82,8.16
2020-12-01,43.708333225,-79.375002465,-2.80,0.50,2.88,-2.73,0.40,2.71,-3.39,-0.35,2.72
2021-01-01,43.708333225,-79.375002465,-6.93,-3.47,-0.59,-6.08,-3.07,0.51,-6.86,-2.30,0.97
2021-02-01,43.708333225,-79.375002465,-5.23,-2.95,1.04,-4.97,-1.70,1.67,-5.90,-2.79,1.44
2021-03-01,43.708333225,-79.375002465,-0.91,1.89,5.58,0.18,1.93,5.29,-0.86,1.49,4.26
2021-04-01,43.708333225,-79.375002465,6.57,8.10,9.97,6.22,9.22,11.14,5.67,8.15,11.31
2021-05-01,43.708333225,-79.375002465,12.44,13.55,16.41,12.35,13.85,16.55,11.98,13.83,16.34
2021-06-01,43.708333225,-79.375002465,18.57,19.85,21.51,17.76,19.61,21.12,18.16,19.41,21.22
2021-07-01,43.708333225,-79.375002465,21.17,22.87,25.40,20.92,22.61,24.32,21.53,23.04,24.69
2021-08-01,43.708333225,-79.375002465,20.75,21.72,24.20,20.45,21.97,24.02,20.70,21.90,23.63
2021-09-01,43.708333225,-79.375002465,16.31,18.22,20.03,15.43,17.09,20.23,15.95,18.41,19.56
2021-10-01,43.708333225,-79.375002465,9.84,12.25,14.16,9.22,10.95,13.08,10.37,11.23,13.96
2021-11-01,43.708333225,-79.375002465,2.67,5.90,7.39,3.99,5.45,7.62,3.80,5.34,7.63
2021-12-01,43.708333225,-79.375002465,-2.01,0.15,1.95,-1.61,0.04,3.08,-2.67,0.15,3.33
2022-01-01,43.708333225,-79.375002465,-5.44,-2.85,0.16,-7.09,-1.42,0.13,-5.64,-2.74,0.45
2022-02-01,43.708333225,-79.375002465,-4.81,-1.51,2.16,-5.21,-2.04,0.73,-5.74,-2.29,0.92
2022-03-01,43.708333225,-79.375002465,-0.88,1.94,4.47,-1.31,2.75,5.55,0.86,2.37,4.99
2022-04-01,43.708333225,-79.375002465,6.09,8.83,10.25,6.47,8.63,11.02,5.87,8.54,11.17
2022-05-01,43.708333225,-79.375002465,12.12,14.35,16.64,12.59,14.62,16.74,12.19,14.26,17.07
2022-06-01,43.708333225,-79.375002465,17.92,19.86,22.34,18.25,19.23,21.22,17.99,19.83,21.76
2022-07-01,43.708333225,-79.375002465,21.26,21.82,24.09,21.39,22.54,24.89,20.91,22.27,24.87
2022-08-01,43.708333225,-79.375002465,20.17,22.08,23.62,21.06,22.07,23.86,20.35,22.34,24.45
2022-09-01,43.708333225,-79.375002465,17.42,17.85,19.98,16.33,17.79,20.59,16.16,18.32,20.03
2022-10-01,43.708333225,-79.375002465,9.39,11.40,13.05,8.72,11.05,13.61,9.99,12.02,13.47
2022-11-01,43.708333225,-79.375002465,3.93,6.31,8.79,2.90,5.46,8.00,3.88,5.80,7.41
2022-12-01,43.708333225,-79.375002465,-3.57,-0.02,2.60,-2.87,0.19,2.93,-2.60,0.23,2.33
2023-01-01,43.708333225,-79.375002465,-6.13,-1.84,0.88,-8.06,-3.12,-0.26,-7.80,-2.84,1.03
2023-02-01,43.708333225,-79.375002465,-4.77,-3.42,1.46,-5.57,-2.33,1.19,-5.84,-2.44,0.27
2023-03-01,43.708333225,-79.375002465,-1.52,2.16,4.48,-0.41,2.37,5.97,-1.12,3.19,4.71
2023-04-01,43.708333225,-79.375002465,6.63,8.45,11.36,6.69,9.34,11.88,5.94,7.92,11.58
2023-05-01,43.708333225,-79.375002465,11.29,13.94,15.93,12.77,14.59,16.70,11.63,14.09,16.15
2023-06-01,43.708333225,-79.375002465,18.15,20.10,21.43,18.22,20.54,23.35,17.54,19.45,21.42
2023-07-01,43.708333225,-79.375002465,21.25,22.88,24.27,21.12,22.65,25.15,21.60,22.85,24.35
2023-08-01,43.708333225,-79.375002465,21.29,22.39,24.14,21.10,22.80,24.98,21.08,22.25,24.50
2023-09-01,43.708333225,-79.375002465,16.07,18.15,19.58,16.17,17.87,20.35,16.03,18.21,19.78
2023-10-01,43.708333225,-79.375002465,9.71,11.70,14.03,10.57,12.53,14.20,10.27,11.46,13.28
2023-11-01,43.708333225,-79.375002465,3.41,5.26,8.35,4.23,7.04,8.65,3.22,5.51,6.80
2023-12-01,43.708333225,-79.375002465,-3.47,-0.88,3.42,-2.34,-0.14,2.77,-3.49,0.34,2.06
2024-01-01,43.708333225,-79.375002465,-5.84,-2.57,0.14,-5.37,-3.24,-0.65,-6.32,-2.50,1.85
2024-02-01,43.708333225,-79.375002465,-5.54,-2.05,0.88,-6.61,-3.89,1.14,-4.76,-1.42,0.83
2024-03-01,43.708333225,-79.375002465,-2.38,1.60,4.80,-0.76,1.22,5.68,-0.28,3.47,5.12
2024-04-01,43.708333225,-79.375002465,6.35,7.86,12.83,6.65,8.39,10.87,5.11,7.61,9.93
2024-05-01,43.708333225,-79.375002465,13.46,15.34,16.88,12.56,14.74,15.86,11.98,14.43,16.22
2024-06-01,43.708333225,-79.375002465,17.74,20.17,22.13,18.43,20.24,22.13,18.26,19.68,21.50
2024-07-01,43.708333225,-79.375002465,21.08,23.41,24.79,21.59,22.45,25.50,21.16,22.62,24.30
2024-08-01,43.708333225,-79.375002465,20.16,22.77,24.80,20.39,22.21,24.10,20.61,21.68,24.71
2024-09-01,43.708333225,-79.375002465,16.43,17.81,19.81,16.60,18.42,20.09,15.59,17.15,19.69
2024-10-01,43.708333225,-79.375002465,9.63,11.24,14.15,10.25,12.42,13.82,9.37,12.31,13.72
2024-11-01,43.708333225,-79.375002465,3.82,4.92,7.43,3.34,6.10,8.14,3.42,6.13,7.97
2024-12-01,43.708333225,-79.375002465,-3.42,0.16,3.55,-2.74,0.09,2.82,-1.51,0.49,2.94
2025-01-01,43.708333225,-79.375002465,-4.80,-2.97,0.05,-5.83,-3.47,-0.22,-4.71,-2.66,2.24
2025-02-01,43.708333225,-79.375002465,-5.48,-2.30,0.37,-4.38,-2.36,1.14,-5.93,-1.69,0.72
2025-03-01,43.708333225,-79.375002465,-2.07,2.34,4.54,-1.64,2.55,4.32,0.06,2.62,5.11
2025-04-01,43.708333225,-79.375002465,6.46,9.16,11.33,6.92,8.67,11.35,6.00,8.67,11.48
2025-05-01,43.708333225,-79.375002465,12.66,14.36,16.22,13.13,14.90,16.36,12.70,14.65,17.65
2025-06-01,43.708333225,-79.375002465,17.93,19.77,21.63,18.33,20.19,22.42,18.31,19.37,21.63
2025-07-01,43.708333225,-79.375002465,21.02,22.10,24.38,21.95,23.26,25.34,21.55,22.73,24.56
2025-08-01,43.708333225,-79.375002465,20.34,22.18,24.21,21.03,22.12,23.97,20.92,22.83,24.25
2025-09-01,43.708333225,-79.375002465,16.54,18.24,20.04,16.50,18.19,20.13,15.73,17.63,19.54
2025-10-01,43.708333225,-79.375002465,9.93,11.23,13.51,9.75,11.51,12.93,9.84,11.45,13.10
2025-11-01,43.708333225,-79.375002465,4.17,5.62,7.47,4.10,5.61,7.59,3.57,5.44,7.30
2025-12-01,43.708333225,-79.375002465,-1.70,0.73,3.22,-2.61,-0.07,2.69,-2.42,0.12,4.05
2026-01-01,43.708333225,-79.375002465,-4.96,-2.88,0.36,-6.31,-3.03,-0.24,-5.86,-3.42,0.82
2026-02-01,43.708333225,-79.375002465,-5.49,-1.51,1.97,-4.75,-2.69,-0.20,-5.77,-2.35,0.88
2026-03-01,43.708333225,-79.375002465,-1.22,1.42,5.03,0.11,1.83,5.21,-0.32,1.83,5.81
2026-04-01,43.708333225,-79.375002465,5.62,8.76,11.13,6.08,8.37,10.93,5.90,9.05,10.85
2026-05-01,43.708333225,-79.375002465,12.71,13.85,16.56,12.81,14.02,15.93,12.30,14.10,15.85
2026-06-01,43.708333225,-79.375002465,18.20,20.03,21.28,17.81,19.77,20.99,18.38,19.67,21.81
2026-07-01,43.708333225,-79.375002465,20.69,23.21,25.57,21.65,22.62,25.03,21.57,23.14,24.97
2026-08-01,43.708333225,-79.375002465,20.89,21.83,23.55,20.91,21.98,23.59,20.76,22.48,24.76
2026-09-01,43.708333225,-79.375002465,16.92,18.37,19.61,16.84,17.91,19.38,16.83,18.54,20.08
2026-10-01,43.708333225,-79.375002465,10.06,12.00,13.36,9.42,11.59,14.41,10.21,11.58,14.02
2026-11-01,43.708333225,-79.375002465,3.06,5.29,8.53,2.72,5.42,7.53,3.56,6.00,7.79
2026-12-01,43.708333225,-79.375002465,-2.92,-0.33,2.14,-1.42,0.66,2.71,-3.14,0.52,3.27
2027-01-01,43.708333225,-79.375002465,-6.13,-2.96,1.43,-7.77,-2.54,0.10,-6.65,-2.87,0.15
2027-02-01,43.708333225,-79.375002465,-5.31,-2.04,2.19,-6.42,-2.57,0.17,-5.18,-2.33,1.26
2027-03-01,43.708333225,-79.375002465,-0.99,2.22,5.80,0.12,2.68,4.73,-1.66,2.29,4.44
2027-04-01,43.708333225,-79.375002465,5.98,8.12,11.59,7.75,9.06,11.57,4.72,7.94,10.49
2027-05-01,43.708333225,-79.375002465,12.14,14.47,17.43,12.46,15.00,16.89,12.03,14.25,17.50
2027-06-01,43.708333225,-79.375002465,18.45,20.19,21.76,19.05,20.02,21.37,17.95,20.35,21.71
2027-07-01,43.708333225,-79.375002465,21.89,22.79,24.80,21.29,23.11,25.11,21.37,23.05,24.68
2027-08-01,43.708333225,-79.375002465,20.86,22.21,23.16,21.07,22.36,25.18,20.98,21.95,23.23
2027-09-01,43.708333225,-79.375002465,16.00,18.63,20.56,16.58,18.53,20.59,16.26,17.77,20.02
2027-10-01,43.708333225,-79.375002465,9.79,12.12,13.39,10.67,12.70,15.12,9.62,11.45,14.76
2027-11-01,43.708333225,-79.375002465,3.71,6.39,8.59,3.58,5.47,8.59,3.51,5.93,7.82
2027-12-01,43.708333225,-79.375002465,-1.86,0.35,3.21,-1.97,0.37,2.93,-2.91,0.43,4.06
